"inventory_id";"film_id"
3793;830
3804;833
3805;833
3806;833
3807;833
3808;834
3809;834
3810;834
3815;835
3816;835
3817;835
3818;835
3822;837
3823;837
3824;837
3827;838
3828;838
3829;838
3830;838
3831;839
3832;839
3840;841
3841;841
3842;841
3843;841
3846;842
3847;842
3852;843
3853;843
3854;843
3857;844
3858;844
3863;845
3864;845
3865;845
3870;846
3871;846
3872;846
3873;846
3874;847
3875;847
3876;847
3877;847
3885;849
3886;849
3887;849
3888;849
3892;850
3893;850
3894;850
3895;850
3899;851
3900;851
3901;851
3906;852
3907;852
3908;852
3912;854
3913;854
3914;854
3915;854
3918;855
3919;855
3924;856
3925;856
3926;856
3927;856
3931;857
3932;857
3933;857
3934;857
3935;858
3936;858
3937;858
3938;858
3942;859
3943;859
3944;859
3948;861
3949;861
3950;861
3954;862
3955;862
3960;863
3961;863
3962;863
3967;864
3968;864
3973;865
3974;865
3975;866
3976;866
3988;869
3989;869
3990;869
3995;870
3996;870
3997;870
3998;870
4001;871
4002;871
4003;871
4004;872
4005;872
4006;872
4011;873
4012;873
4013;873
4014;873
4018;875
4019;875
4020;875
4021;875
4027;877
4028;877
4029;878
4030;878
4031;878
4032;878
4037;879
4038;879
4039;879
4044;880
4045;880
4046;880
4047;880
4048;881
4049;881
4050;881
4051;881
4056;883
4057;883
4058;884
4059;884
4060;884
4071;887
4072;887
4083;890
4084;890
4085;890
4086;890
4090;891
4091;891
4092;891
4093;891
4097;892
4098;892
4099;892
4100;892
4105;893
4106;893
4107;893
4108;893
4112;894
4113;894
4118;895
4119;895
4120;895
4123;896
4124;896
4129;897
4130;897
4131;897
4132;897
4136;898
4137;898
4143;900
4144;900
4149;901
4150;901
4151;901
4156;902
4157;902
4158;902
4159;903
4160;903
4168;906
4169;906
4170;906
4177;908
4178;908
4179;910
4180;910
4185;911
4186;911
4187;911
4188;911
4192;912
4193;912
4194;912
4199;913
4200;913
4203;914
4204;914
4205;914
4206;914
4211;915
4212;915
4215;916
4216;916
4220;917
4221;917
4222;918
4223;918
4224;918
4225;918
4233;920
4234;920
4237;921
4238;921
4242;922
4243;922
4244;922
4245;922
4246;923
4247;923
4248;923
4251;924
4252;924
4253;924
4257;925
4258;925
4259;926
4260;926
4275;930
4276;930
4277;930
4278;931
4279;931
4280;931
4283;932
4284;932
4288;934
4289;934
4290;934
4291;935
4292;935
4295;936
4296;936
4297;936
4298;936
4301;937
4302;937
4303;937
4308;938
4309;938
4310;939
4311;939
4312;939
4313;939
4321;941
4322;941
4323;941
4326;942
4327;942
4330;944
4331;944
4332;944
4337;945
4338;945
4339;945
4340;945
4341;946
4342;946
4343;946
4344;946
4349;948
4350;948
4351;948
4352;948
4357;949
4358;949
4362;951
4363;951
4364;951
4365;951
4373;953
4374;953
4382;957
4383;957
4387;958
4388;958
4389;958
4392;960
4393;960
4394;960
4398;961
4399;961
4406;963
4407;963
4408;963
4412;964
4413;964
4418;966
4419;966
4420;966
4421;966
4425;967
4426;967
4437;970
4438;970
4439;970
4440;970
4448;972
4449;972
4450;972
4455;973
4456;973
4457;973
4458;973
4463;975
4464;975
4465;975
4468;976
4469;976
4470;976
4471;976
4472;977
4473;977
4474;977
4482;979
4483;979
4484;979
4488;980
4489;980
4493;981
4494;981
4495;981
4499;982
4500;982
4501;982
4502;982
4512;985
4513;985
4514;985
4519;986
4520;986
4523;987
4524;987
4528;988
4529;988
4534;989
4535;989
4536;990
4537;990
4540;991
4541;991
4542;991
4543;992
4544;992
4545;992
4546;992
4551;993
4552;993
4553;993
4561;995
4562;995
4567;998
4568;998
4571;999
4572;999
4573;999
4578;1000
4579;1000
4580;1000
4581;1000
